Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_Difference,Power,Wear_Ratio
2,299.4,309.1,1326,62.0,142,0,9.700000000000044,82212.0,0.1070889894419306
1,299.4,309.2,1607,31.7,145,0,9.800000000000011,50941.9,0.0902302426882389
1,299.3,309.1,1551,39.1,147,0,9.800000000000011,60644.100000000006,0.0947775628626692
1,299.3,309.1,1496,37.2,149,0,9.800000000000011,55651.2,0.0995989304812834
1,299.3,309.1,1493,38.0,151,0,9.800000000000011,56734.0,0.1011386470194239
1,299.4,309.1,1304,50.5,153,0,9.700000000000044,65852.0,0.1173312883435582
2,299.3,309.0,1420,41.6,155,0,9.699999999999989,59072.0,0.1091549295774647
1,299.4,309.1,1766,24.6,158,0,9.700000000000044,43443.600000000006,0.0894677236693091
1,299.6,309.2,1450,43.1,160,0,9.599999999999966,62495.0,0.1103448275862069
0,299.5,309.2,1872,22.6,162,0,9.699999999999989,42307.2,0.0865384615384615
1,299.6,309.2,1713,26.5,167,0,9.599999999999966,45394.5,0.0974897840046701
2,299.5,309.2,1497,40.9,169,0,9.699999999999989,61227.3,0.1128924515698062
2,299.4,309.1,1352,44.7,172,0,9.700000000000044,60434.4,0.1272189349112426
1,299.5,309.2,1499,41.5,175,0,9.699999999999989,62208.5,0.1167444963308872
1,299.5,309.3,1972,19.3,177,0,9.800000000000011,38059.6,0.0897565922920892
1,299.5,309.3,1422,49.2,179,0,9.800000000000011,69962.40000000001,0.1258790436005626
1,299.5,309.3,1523,41.5,181,0,9.800000000000011,63204.5,0.118844386080105
1,299.5,309.4,1563,41.5,183,0,9.899999999999975,64864.5,0.1170825335892514
1,299.4,309.3,1391,46.6,185,0,9.900000000000034,64820.6,0.1329978432782171
1,299.3,309.1,1795,24.7,187,0,9.800000000000011,44336.5,0.1041782729805013
1,299.3,309.1,1293,53.7,189,0,9.800000000000011,69434.1,0.1461716937354988
1,299.2,309.1,1345,60.7,191,1,9.900000000000034,81641.5,0.1420074349442379
1,299.2,309.0,1615,33.7,193,0,9.800000000000011,54425.50000000001,0.1195046439628483
1,299.2,308.9,1342,50.8,195,0,9.699999999999989,68173.59999999999,0.1453055141579732
1,299.1,308.8,1502,46.7,197,0,9.699999999999989,70143.40000000001,0.1311584553928096
2,299.0,308.7,1620,35.4,199,0,9.699999999999989,57348.0,0.1228395061728395
1,299.0,308.7,1537,42.8,202,0,9.699999999999989,65783.59999999999,0.1314248536109303
1,299.0,308.7,2248,16.8,204,0,9.699999999999989,37766.4,0.090747330960854
1,299.0,308.7,1706,28.6,206,0,9.699999999999989,48791.600000000006,0.1207502930832356
1,299.0,308.7,2250,16.6,208,0,9.699999999999989,37350.0,0.0924444444444444
1,299.0,308.7,1396,48.6,0,0,9.699999999999989,67845.6,0.0
1,298.9,308.6,1522,46.4,2,0,9.700000000000044,70620.8,0.0013140604467805
1,298.9,308.6,1539,45.4,4,0,9.700000000000044,69870.59999999999,0.0025990903183885
0,298.9,308.5,1415,54.0,6,0,9.600000000000025,76410.0,0.0042402826855123
1,298.8,308.5,1446,37.0,11,0,9.699999999999989,53502.0,0.0076071922544951
2,298.8,308.6,1486,41.1,13,0,9.800000000000011,61074.6,0.0087483176312247
1,299.0,308.7,1426,38.6,16,0,9.699999999999989,55043.6,0.0112201963534361
1,299.0,308.7,1449,38.9,18,0,9.699999999999989,56366.1,0.0124223602484472
1,299.1,308.8,1320,67.5,20,1,9.699999999999989,89100.0,0.0151515151515151
2,299.2,308.9,1447,39.6,22,0,9.699999999999989,57301.2,0.0152038700760193
1,299.3,309.0,1422,47.3,25,0,9.699999999999989,67260.59999999999,0.0175808720112517
1,299.3,309.1,1399,52.1,27,0,9.800000000000011,72887.90000000001,0.0192994996426018
1,299.4,309.2,1427,41.5,29,0,9.800000000000011,59220.5,0.020322354590049
2,299.3,309.2,1334,46.3,31,0,9.899999999999975,61764.2,0.0232383808095952
2,299.3,309.1,1385,45.6,34,0,9.800000000000011,63156.0,0.0245487364620938
1,299.4,309.2,1552,37.4,37,0,9.800000000000011,58044.8,0.023840206185567
0,299.4,309.3,1534,37.5,39,0,9.900000000000034,57525.0,0.0254237288135593
1,299.4,309.3,1448,48.6,44,0,9.900000000000034,70372.8,0.0303867403314917
1,299.5,309.3,1409,44.7,46,0,9.800000000000011,62982.3,0.0326472675656493
1,299.4,309.2,1621,34.5,48,0,9.800000000000011,55924.5,0.0296113510178901
0,299.4,309.1,1547,40.9,50,0,9.700000000000044,63272.3,0.0323206205559146
1,299.4,309.1,1957,22.1,55,0,9.700000000000044,43249.7,0.0281042411854879
1,299.4,309.1,2421,14.2,57,0,9.700000000000044,34378.2,0.023543990086741
2,299.3,309.1,1571,38.3,59,0,9.800000000000011,60169.3,0.0375556970082749
1,299.3,309.1,1634,36.8,62,0,9.800000000000011,60131.2,0.0379436964504283
1,299.3,309.0,1516,38.7,64,0,9.699999999999989,58669.2,0.0422163588390501
1,299.4,309.1,1207,66.5,66,0,9.700000000000044,80265.5,0.0546810273405136
1,299.4,309.1,1670,35.9,68,0,9.700000000000044,59953.0,0.0407185628742515
2,299.4,309.1,1461,48.6,70,0,9.700000000000044,71004.6,0.0479123887748117
1,299.4,309.2,1569,40.8,73,0,9.800000000000011,64015.2,0.0465264499681325
1,299.4,309.2,1556,35.7,75,0,9.800000000000011,55549.2,0.0482005141388174
2,299.5,309.3,1506,41.5,77,0,9.800000000000011,62499.0,0.0511288180610889
2,299.6,309.4,1642,30.3,80,0,9.799999999999956,49752.6,0.0487210718635809
2,299.6,309.4,1283,62.1,83,0,9.799999999999956,79674.3,0.0646921278254092
0,299.7,309.5,1375,46.8,86,0,9.800000000000011,64349.99999999999,0.0625454545454545
1,299.7,309.4,1399,39.9,91,0,9.699999999999989,55820.1,0.0650464617583988
1,299.7,309.4,1650,29.8,93,0,9.699999999999989,49170.0,0.0563636363636363
2,299.8,309.6,1346,53.2,95,0,9.800000000000011,71607.2,0.0705794947994056
0,299.9,309.6,1410,51.2,98,0,9.700000000000044,72192.0,0.0695035460992907
1,300.0,309.7,1586,37.8,103,0,9.699999999999989,59950.8,0.0649432534678436
1,300.0,309.8,1372,39.6,105,0,9.800000000000011,54331.2,0.0765306122448979
0,300.0,309.7,1529,42.4,107,0,9.699999999999989,64829.6,0.0699803793328973
2,300.0,309.7,1652,28.6,112,0,9.699999999999989,47247.2,0.0677966101694915
1,300.1,309.8,1532,39.8,115,0,9.699999999999989,60973.6,0.075065274151436
1,300.0,309.7,1554,32.0,117,0,9.699999999999989,49728.0,0.0752895752895752
0,299.9,309.6,1462,51.0,119,0,9.700000000000044,74562.0,0.0813953488372093
1,299.9,309.6,1254,61.3,124,0,9.700000000000044,76870.2,0.098883572567783
1,299.9,309.6,1294,49.7,126,0,9.700000000000044,64311.8,0.0973724884080371
1,299.8,309.5,1739,27.5,128,0,9.699999999999989,47822.5,0.073605520414031
2,299.8,309.4,1412,47.8,130,0,9.599999999999966,67493.59999999999,0.0920679886685552
2,299.9,309.5,1372,56.2,133,0,9.600000000000025,77106.40000000001,0.096938775510204
0,299.8,309.5,1420,46.7,136,0,9.699999999999989,66314.0,0.0957746478873239
1,299.8,309.5,1542,40.3,141,0,9.699999999999989,62142.6,0.0914396887159533
2,299.8,309.4,1401,48.1,143,0,9.599999999999966,67388.1,0.1020699500356887
1,299.8,309.4,1510,42.5,146,0,9.599999999999966,64175.0,0.0966887417218543
0,299.9,309.5,1547,38.5,148,0,9.600000000000025,59559.5,0.0956690368455074
2,299.8,309.5,1453,43.2,153,0,9.699999999999989,62769.600000000006,0.1052993805918788
1,299.8,309.4,1408,45.6,156,0,9.599999999999966,64204.8,0.1107954545454545
1,299.8,309.4,1436,51.6,158,0,9.599999999999966,74097.6,0.1100278551532033
2,299.9,309.5,1582,38.2,160,0,9.600000000000025,60432.4,0.1011378002528445
1,299.9,309.6,1280,59.3,163,0,9.700000000000044,75904.0,0.12734375
1,299.9,309.5,2008,20.4,165,0,9.600000000000025,40963.2,0.0821713147410358
1,299.9,309.5,1772,23.5,167,0,9.600000000000025,41642.0,0.0942437923250564
1,299.9,309.5,1779,26.1,169,0,9.600000000000025,46431.9,0.0949971894322653
1,299.9,309.5,1567,35.5,171,0,9.600000000000025,55628.5,0.1091257179323548
2,299.8,309.4,1751,27.0,173,0,9.599999999999966,47277.0,0.0988006853226727
1,299.9,309.5,1349,51.3,176,0,9.600000000000025,69203.7,0.1304670126019273
2,300.0,309.5,1425,40.8,178,0,9.5,58139.99999999999,0.1249122807017543
1,300.0,309.4,1395,44.5,181,0,9.399999999999975,62077.5,0.1297491039426523
0,299.8,309.3,1595,32.1,183,0,9.5,51199.5,0.1147335423197492
1,299.8,309.3,1291,56.4,188,0,9.5,72812.4,0.1456235476374903
2,299.9,309.4,1509,42.8,190,0,9.5,64585.2,0.1259111994698475
2,299.9,309.4,1483,38.1,193,0,9.5,56502.3,0.1301416048550236
1,299.9,309.3,1620,31.1,196,0,9.400000000000034,50382.0,0.1209876543209876
2,299.9,309.4,1487,42.2,198,0,9.5,62751.4,0.1331540013449899
1,299.8,309.4,2256,15.9,201,0,9.599999999999966,35870.4,0.089095744680851
0,299.7,309.2,1691,27.7,203,0,9.5,46840.7,0.120047309284447
2,299.8,309.3,1663,35.2,208,0,9.5,58537.600000000006,0.1250751653638003
2,299.8,309.3,1640,31.1,211,0,9.5,51004.0,0.1286585365853658
0,299.7,309.3,1494,37.8,214,0,9.600000000000025,56473.2,0.143239625167336
1,299.8,309.4,1467,46.2,219,0,9.599999999999966,67775.40000000001,0.1492842535787321
2,299.7,309.3,1399,41.9,221,1,9.600000000000025,58618.1,0.1579699785561115
1,299.7,309.3,1445,42.6,0,0,9.600000000000025,61557.0,0.0
1,299.8,309.4,1480,40.9,2,0,9.599999999999966,60532.0,0.0013513513513513
1,299.7,309.3,1546,37.2,4,0,9.600000000000025,57511.2,0.0025873221216041
1,299.7,309.3,1574,35.8,6,0,9.600000000000025,56349.2,0.0038119440914866
1,299.7,309.3,1592,34.2,8,0,9.600000000000025,54446.4,0.0050251256281407
1,299.8,309.5,1495,39.6,10,0,9.699999999999989,59202.0,0.0066889632107023
1,299.8,309.6,1447,43.1,12,0,9.800000000000011,62365.7,0.0082930200414651
1,299.8,309.5,1476,44.4,14,0,9.699999999999989,65534.4,0.0094850948509485
1,299.8,309.5,1641,27.1,16,0,9.699999999999989,44471.100000000006,0.0097501523461304
1,299.8,309.5,1545,32.2,18,0,9.699999999999989,49749.00000000001,0.0116504854368932
2,299.9,309.6,1364,44.4,20,0,9.700000000000044,60561.6,0.0146627565982404
1,299.8,309.5,1590,28.5,23,0,9.699999999999989,45315.0,0.0144654088050314
1,299.8,309.4,1460,37.4,25,0,9.599999999999966,54604.0,0.0171232876712328
1,299.8,309.4,1609,32.5,27,0,9.599999999999966,52292.5,0.0167806090739589
1,299.8,309.4,1633,27.5,29,0,9.599999999999966,44907.5,0.0177587262706674
1,299.9,309.4,1348,52.8,31,0,9.5,71174.4,0.0229970326409495
1,299.9,309.4,1322,53.9,33,0,9.5,71255.8,0.0249621785173978
1,300.0,309.5,1641,30.1,35,0,9.5,49394.100000000006,0.0213284582571602
1,300.0,309.5,1728,26.0,37,0,9.5,44928.0,0.021412037037037
1,300.0,309.6,1431,47.7,39,0,9.600000000000025,68258.7,0.0272536687631027
1,300.1,309.7,1641,30.4,41,0,9.599999999999966,49886.4,0.0249847653869591
2,300.1,309.6,1622,36.1,43,0,9.5,58554.2,0.0265104808877928
2,300.1,309.6,1625,38.0,46,0,9.5,61750.0,0.0283076923076923
1,300.0,309.5,1869,22.7,49,0,9.5,42426.3,0.0262172284644194
1,300.0,309.6,1452,46.0,51,0,9.600000000000025,66792.0,0.0351239669421487
1,300.0,309.6,1618,28.7,53,0,9.600000000000025,46436.6,0.0327564894932014
1,300.0,309.4,2010,20.0,55,0,9.399999999999975,40200.0,0.0273631840796019
1,299.9,309.4,1363,60.9,57,0,9.5,83006.7,0.0418195157740278
1,299.9,309.3,1473,40.4,59,0,9.400000000000034,59509.2,0.0400543109300746
1,299.9,309.2,1333,50.8,61,0,9.300000000000011,67716.4,0.04576144036009
1,299.8,309.2,1760,25.9,63,0,9.399999999999975,45584.0,0.0357954545454545
2,299.8,309.2,1372,58.2,65,0,9.399999999999975,79850.40000000001,0.0473760932944606
2,299.7,309.2,1608,34.4,68,0,9.5,55315.2,0.0422885572139303
1,299.7,309.2,1326,64.8,71,0,9.5,85924.8,0.0535444947209653
2,299.6,309.1,1560,37.1,73,0,9.5,57876.0,0.0467948717948717
2,299.6,309.0,1539,36.1,76,0,9.399999999999975,55557.9,0.0493827160493827
1,299.6,309.1,2266,15.3,79,0,9.5,34669.8,0.0348631950573698
1,299.6,309.1,1641,35.8,81,0,9.5,58747.8,0.0493601462522851
1,299.6,309.1,1574,39.2,83,0,9.5,61700.8,0.0527318932655654
1,299.6,309.1,1407,50.6,85,0,9.5,71194.2,0.060412224591329
0,299.7,309.2,1302,55.5,87,0,9.5,72261.0,0.0668202764976958
2,299.6,309.2,1651,30.8,92,0,9.599999999999966,50850.8,0.0557238037552998
2,299.6,309.1,1366,55.2,95,0,9.5,75403.2,0.0695461200585651
2,299.5,309.0,1701,28.6,98,0,9.5,48648.600000000006,0.0576131687242798
1,299.5,309.0,1498,44.6,101,0,9.5,66810.8,0.0674232309746328
2,299.5,309.1,1422,45.3,103,0,9.600000000000025,64416.6,0.0724331926863572
1,299.5,309.1,1357,47.3,106,0,9.600000000000025,64186.1,0.0781134856300663
1,299.5,309.2,1690,29.2,108,0,9.699999999999989,49348.0,0.0639053254437869
1,299.6,309.2,1559,39.1,110,0,9.599999999999966,60956.9,0.0705580500320718
2,299.6,309.3,1553,32.4,112,0,9.699999999999989,50317.2,0.0721184803605924
1,299.6,309.3,1558,34.8,115,0,9.699999999999989,54218.4,0.0738125802310654
1,299.7,309.4,1362,51.9,117,0,9.699999999999989,70687.8,0.0859030837004405
2,299.8,309.3,1470,42.7,119,0,9.5,62769.00000000001,0.0809523809523809
1,299.8,309.4,1555,34.8,122,0,9.599999999999966,54113.99999999999,0.0784565916398713
2,299.8,309.4,1423,42.9,124,0,9.599999999999966,61046.7,0.0871398453970484
1,299.7,309.3,1434,38.5,127,0,9.600000000000025,55209.0,0.0885634588563458
1,299.7,309.3,1779,25.5,129,0,9.600000000000025,45364.5,0.072512647554806
1,299.7,309.3,1417,54.6,131,0,9.600000000000025,77368.2,0.0924488355681016
1,299.6,309.2,1425,45.9,133,0,9.599999999999966,65407.5,0.0933333333333333
2,299.7,309.2,1597,32.9,135,0,9.5,52541.3,0.084533500313087
1,299.7,309.2,1346,57.4,138,0,9.5,77260.4,0.1025260029717682
1,299.7,309.2,1422,40.4,140,0,9.5,57448.8,0.0984528832630098
0,299.7,309.2,1572,32.8,142,0,9.5,51561.6,0.0903307888040712
1,299.7,309.2,1412,45.4,147,0,9.5,64104.8,0.1041076487252124
2,299.7,309.1,1576,36.4,149,0,9.400000000000034,57366.4,0.0945431472081218
2,299.7,309.1,1508,41.2,152,0,9.400000000000034,62129.600000000006,0.1007957559681697
2,299.8,309.1,1496,44.4,155,0,9.300000000000011,66422.4,0.1036096256684492
1,299.8,309.2,1572,35.4,158,0,9.399999999999975,55648.8,0.1005089058524173
1,299.6,309.0,1525,42.8,160,0,9.399999999999975,65269.99999999999,0.1049180327868852
1,299.6,309.0,1378,51.9,162,0,9.399999999999975,71518.2,0.1175616835994194
1,299.6,309.1,1369,51.4,164,0,9.5,70366.59999999999,0.1197954711468225
1,299.6,309.1,1476,45.3,166,0,9.5,66862.8,0.1124661246612466
1,299.7,309.2,1620,30.0,168,0,9.5,48600.0,0.1037037037037037
2,299.7,309.1,1603,38.5,170,0,9.400000000000034,61715.5,0.1060511540860885
1,299.7,309.2,1411,46.1,173,0,9.5,65047.1,0.1226080793763288
1,299.7,309.2,1616,31.6,175,0,9.5,51065.600000000006,0.1082920792079207
1,299.7,309.2,1631,35.1,177,0,9.5,57248.100000000006,0.108522378908645
2,299.7,309.2,1685,28.9,179,1,9.5,48696.5,0.1062314540059347
0,299.7,309.2,1456,40.6,182,0,9.5,59113.6,0.125
1,299.7,309.1,1417,50.1,187,0,9.400000000000034,70991.7,0.1319689484827099
2,299.7,309.1,1851,24.7,189,0,9.400000000000034,45719.7,0.1021069692058346
1,299.7,309.1,1715,27.8,192,0,9.400000000000034,47677.0,0.1119533527696793
0,299.6,309.1,1630,32.3,194,0,9.5,52648.99999999999,0.1190184049079754
1,299.7,309.2,1478,38.8,199,0,9.5,57346.4,0.1346414073071718
1,299.7,309.2,1781,29.6,201,0,9.5,52717.600000000006,0.1128579449747333
1,299.8,309.2,1439,36.1,203,0,9.399999999999975,51947.9,0.1410701876302988
2,299.7,309.2,1412,45.3,205,0,9.5,63963.6,0.1451841359773371
1,299.7,309.1,1483,41.1,208,0,9.400000000000034,60951.3,0.1402562373567093
1,299.8,309.2,1400,42.6,210,0,9.399999999999975,59640.0,0.15
1,299.8,309.3,1299,65.1,212,1,9.5,84564.9,0.1632024634334103
1,299.8,309.2,1479,44.4,214,0,9.399999999999975,65667.59999999999,0.1446923597025017
1,299.8,309.2,1491,47.5,216,0,9.399999999999975,70822.5,0.1448692152917505
2,299.9,309.3,1389,52.8,0,0,9.400000000000034,73339.2,0.0
2,299.9,309.4,1399,54.8,3,0,9.5,76665.2,0.0021443888491779
2,299.9,309.4,1889,26.0,6,0,9.5,49114.0,0.0031762837480148
1,300.0,309.5,1925,21.9,9,0,9.5,42157.5,0.0046753246753246
1,300.0,309.5,1675,30.2,11,0,9.5,50585.0,0.0065671641791044
2,300.0,309.6,1477,38.1,13,0,9.600000000000025,56273.7,0.0088016249153689
1,300.0,309.6,1364,45.9,16,0,9.600000000000025,62607.6,0.0117302052785923
1,299.9,309.5,1451,39.4,18,0,9.600000000000025,57169.4,0.0124052377670572
1,299.9,309.4,1467,41.2,20,0,9.5,60440.4,0.0136332651670074
1,299.9,309.4,1858,22.5,22,0,9.5,41805.0,0.0118406889128094
1,300.1,309.4,1559,39.7,24,0,9.299999999999956,61892.3,0.0153944836433611
1,300.1,309.4,1560,47.7,26,0,9.299999999999956,74412.0,0.0166666666666666
1,300.1,309.4,1453,47.6,28,0,9.299999999999956,69162.8,0.0192704748795595
1,300.1,309.4,1464,41.7,30,0,9.299999999999956,61048.8,0.0204918032786885
1,300.0,309.4,1308,50.2,32,0,9.399999999999975,65661.6,0.0244648318042813
1,300.1,309.5,1353,50.9,34,0,9.399999999999975,68867.7,0.0251293422025129
2,300.2,309.6,1556,35.8,36,0,9.400000000000034,55704.8,0.0231362467866323
1,300.2,309.5,2183,17.8,39,0,9.300000000000011,38857.4,0.0178653229500687
2,300.2,309.6,1491,41.8,41,0,9.400000000000034,62323.8,0.0274983232729711
2,300.2,309.6,1528,35.1,44,0,9.400000000000034,53632.8,0.0287958115183246
1,300.2,309.6,1430,52.7,47,0,9.400000000000034,75361.0,0.0328671328671328
1,300.2,309.5,1495,32.6,49,0,9.300000000000011,48737.0,0.0327759197324414
2,300.2,309.5,1630,28.3,51,0,9.300000000000011,46129.0,0.0312883435582822
2,300.3,309.6,1524,38.4,54,0,9.300000000000011,58521.6,0.0354330708661417
1,300.3,309.6,1326,52.4,57,0,9.300000000000011,69482.4,0.0429864253393665
0,300.3,309.5,1438,44.0,59,0,9.199999999999989,63272.0,0.041029207232267
1,300.4,309.6,1356,45.9,64,0,9.200000000000044,62240.4,0.0471976401179941
0,300.4,309.6,1416,43.3,66,0,9.200000000000044,61312.8,0.0466101694915254
1,300.4,309.7,1584,32.6,71,0,9.300000000000011,51638.4,0.0448232323232323
1,300.3,309.6,1597,31.8,73,0,9.300000000000011,50784.6,0.0457107075767063
1,300.4,309.6,1553,43.9,75,0,9.200000000000044,68176.7,0.0482936252414681
2,300.3,309.5,1405,49.4,77,0,9.199999999999989,69407.0,0.0548042704626334
1,300.2,309.5,1539,35.3,80,0,9.300000000000011,54326.7,0.0519818063677712
2,300.3,309.6,1398,53.7,82,0,9.300000000000011,75072.6,0.0586552217453505
1,300.3,309.6,1568,39.6,85,0,9.300000000000011,62092.8,0.0542091836734693
1,300.3,309.6,1404,44.6,87,0,9.300000000000011,62618.4,0.0619658119658119
2,300.2,309.5,1500,45.7,89,0,9.300000000000011,68550.0,0.0593333333333333
2,300.2,309.5,1642,28.8,92,0,9.300000000000011,47289.6,0.0560292326431181
2,300.3,309.6,1509,46.6,95,0,9.300000000000011,70319.40000000001,0.0629555997349237
1,300.2,309.5,1343,50.2,98,0,9.300000000000011,67418.6,0.0729709605361131
1,300.1,309.5,1450,40.1,100,0,9.399999999999975,58145.0,0.0689655172413793
1,300.0,309.4,1460,43.5,102,0,9.399999999999975,63510.0,0.0698630136986301
1,300.0,309.3,1364,41.2,104,0,9.300000000000011,56196.8,0.0762463343108504
2,299.9,309.3,1452,41.9,106,0,9.400000000000034,60838.8,0.0730027548209366
1,299.9,309.3,1471,41.8,109,0,9.400000000000034,61487.8,0.0740992522093813
1,299.9,309.2,1598,34.6,111,0,9.300000000000011,55290.8,0.0694618272841051
1,299.8,309.1,1772,24.8,113,0,9.300000000000011,43945.6,0.0637697516930022
1,299.9,309.2,1761,25.6,115,0,9.300000000000011,45081.600000000006,0.0653038046564452
2,300.0,309.3,1413,40.7,117,0,9.300000000000011,57509.100000000006,0.0828025477707006
1,300.0,309.3,1887,22.6,120,0,9.300000000000011,42646.2,0.0635930047694753
1,300.0,309.3,1395,56.5,122,0,9.300000000000011,78817.5,0.0874551971326164
2,300.1,309.4,1569,31.6,124,0,9.299999999999956,49580.4,0.0790312300828553
1,300.1,309.4,1434,47.3,127,0,9.299999999999956,67828.2,0.0885634588563458
1,300.2,309.5,1417,41.1,129,0,9.300000000000011,58238.7,0.0910374029640084
1,300.2,309.5,1729,28.4,131,0,9.300000000000011,49103.6,0.0757663389242336
1,300.2,309.5,1356,51.1,133,0,9.300000000000011,69291.6,0.0980825958702064
1,300.2,309.5,1436,48.8,135,0,9.300000000000011,70076.8,0.0940111420612813
2,300.3,309.6,1419,42.5,137,0,9.300000000000011,60307.5,0.0965468639887244
1,300.3,309.6,1593,38.1,140,0,9.300000000000011,60693.3,0.0878844946641556
2,300.3,309.5,1320,62.2,142,0,9.199999999999989,82104.0,0.1075757575757575
2,300.3,309.5,1448,42.4,145,0,9.199999999999989,61395.2,0.1001381215469613
1,300.3,309.4,1470,33.5,148,0,9.099999999999966,49245.0,0.1006802721088435
2,300.3,309.4,1612,33.1,150,0,9.099999999999966,53357.2,0.0930521091811414
1,300.4,309.4,1412,51.6,153,0,9.0,72859.2,0.108356940509915
2,300.4,309.4,1875,23.9,155,0,9.0,44812.5,0.0826666666666666
1,300.3,309.3,1612,36.0,158,0,9.0,58032.0,0.0980148883374689
2,300.4,309.3,1411,41.6,160,0,8.900000000000034,58697.6,0.1133947554925584
2,300.3,309.2,1490,47.9,163,0,8.899999999999977,71371.0,0.1093959731543624
2,300.4,309.3,1467,40.3,166,0,8.900000000000034,59120.1,0.1131561008861622
1,300.3,309.2,1807,26.4,169,0,8.899999999999977,47704.8,0.0935251798561151
1,300.3,309.1,1368,46.0,171,0,8.800000000000011,62928.0,0.125
1,300.3,309.2,1572,32.0,173,0,8.899999999999977,50304.0,0.1100508905852417
2,300.3,309.1,1458,44.3,175,0,8.800000000000011,64589.4,0.1200274348422496
1,300.3,309.1,1699,30.3,178,0,8.800000000000011,51479.7,0.1047675103001765
1,300.3,309.3,1478,39.5,180,0,9.0,58381.0,0.121786197564276
2,300.4,309.4,1362,42.1,182,0,9.0,57340.2,0.1336270190895741
